alt_name_x,gubernia,href,lat,long,name,province,google_maps,jewish_gen,usbgn,alt_name_y,notes,population,region,pop1,year1,pop2,year2,pop_diff,year_diff,pop_diff_year,google_lat,google_long
?,Galicia,/town/bobrka.htm,49?38',24?18',Bobrka,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.633333,24.3+(Bobrka)&ie=UTF8&ll=49.633333,24.3&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.633333&long=24.3,-1035787,"Alternate?names: Bobrka [Rus], B?brka [Pol], Bibrka [Ukr], Boyberke [Yid], Prachnik [Ger], Boberka, Boiberik, Boyberik, Boiberke","Russian: ??????.  Ukrainian: ??????.   Hebrew: ??????  
19 miles SE of L'viv (Lvov), 11 miles WSW of Peremyshlyany.","2,500",Lwow,2500,1900,,,,,,49.633333,24.3
?,Lublin,/town/bobrowniki.htm,51?34',21?56',Bobrowniki,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.566667,21.933333+(Bobrowniki)&ie=UTF8&ll=51.566667,21.933333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.566667&long=21.933333,-494170,"Alternate?names: Bobrowniki [Pol], Bobrovnik [Yid], Bobrovniki [Rus]","Russian: ??????????.   Hebrew: ??????????
There are more than a dozen places named 'Bobrowniki' in Poland.
This one is 10 miles N of Pu?awy, 4 miles E of D?blin.",228,Lublin,228,1900,,,,,,51.566667,21.933333
?,?,/town/bochnia.htm,49?58',20?26',Bochnia,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.966667,20.433333+(Bochnia)&ie=UTF8&ll=49.966667,20.433333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.966667&long=20.433333,-494208,"Alternate?names: Bochnia [Pol], Bokhnya, Salzberg [Ger]","Hebrew: ??????
24 miles ESE of Krak?w, 25 miles W of Tarn?w.","~2,000",Krakow,2000,1900,,,,,,49.966667,20.433333
?,Plock,/town/bodzanow.htm,52?30',20?01',Bodzanow,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.5,20.016667+(Bodzanow)&ie=UTF8&ll=52.5,20.016667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.5&long=20.016667,-494242,"Alternate?names: Bodzan?w [Pol], Bodzanov [Yid], Bodzanuv [Rus]","Russian: ????????.   Hebrew: ????????
14 miles ESE of P?ock, 45 miles WNW of Warszawa.",807 (in 1921),Plock,807,1921,,,,,,52.5,20.016667
?,Kielce,/town/bodzentyn.htm,50?57',20?58',Bodzentyn,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.95,20.966667+(Bodzentyn)&ie=UTF8&ll=50.95,20.966667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.95&long=20.966667,-494250,"Alternate?names: Bodzentyn [Pol, Rus], Bodjentin [Yid], Bodzentin","Russian: ?????????.   Hebrew: ????????
15 miles ENE of Kielce, 19 miles W of Ostrowiec ?wi?tokrzyski.","1,472 (in 1897), 934 (in 1921)",Kielce,1472,1897,934,1921,-538.0,24.0,-22.416666666666668,50.95,20.966667
?,Radom,/town/bogoria.htm,50?40',21?16',Bogoria,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.666667,21.266667+(Bogoria)&ie=UTF8&ll=50.666667,21.266667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.666667&long=21.266667,-494301,"Alternate?names: Bogoria [Pol, Yid], Bogorya [Rus], Bogoryja, Bogorja","Russian: ??????.   Hebrew: ???????
28 miles ESE of Kielce, 21 miles W of Sandomierz (Zuzmir), 9 miles NNE of Stasz?w (Stashev).",575,Radom,575,1900,,,,,,50.666667,21.266667
Bolekhov,Stanislawo,/town/bolechow.htm,49?04',23?52',Bolechow,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.066667,23.866667+(Bolechow)&ie=UTF8&ll=49.066667,23.866667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.066667&long=23.866667,-1035940,"Alternate?names: Bolekhiv [Ukr], Bolech?w [Pol], Bolekhov [Yid, Rus], Bolechiw [Ger], Bolekhev, Bolechiv, Bolechov, Boleh?ov","Ukrainian: ???????.   Yiddish: ????????? / ??????????.   
 Russian: ???????.    Hebrew: ?????????? 
40 miles WNW of Ivano-Frankivsk (Stanis?aw?w), 13 miles S of Stryy, 10 miles NW of Dolyna.","3,323 (in 1890), 2,986 (in 1931)",Stanislawow,3323,1890,2986,1931,-337.0,41.0,-8.21951219512195,49.066667,23.866667
Bunzlau,Kalisz,/town/boleslawiec.htm,51?12',18?12',Boleslawiec,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.2,18.2+(Boleslawiec)&ie=UTF8&ll=51.2,18.2&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.2&long=18.2,-494466,"Alternate?names: Boles?awiec [Pol], Balislovtza [Yid], Boleslavetz [Rus]","Russian: ??????????.   Hebrew: ??????????
48 miles NW of Cz?stochowa, 38 miles S of Kalisz, 15 miles W of Wielu?.
[Not to be confused with another Boles?awiec, in Lower Silesia, formerly Bunzlau].","314 (in 1859), 504 (in 1939)",Kalisz,314,1859,504,1939,190.0,80.0,2.375,51.2,18.2
?,Warszawa,/town/bolimow.htm,52?05',20?10',Bolimow,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.083333,20.166667+(Bolimow)&ie=UTF8&ll=52.083333,20.166667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.083333&long=20.166667,-494493,"Alternate?names: Bolim?w [Pol], Bolimov [Yid], Bolimuv [Rus]","Russian: ???????.   Hebrew: ???????
37 miles WSW of Warszawa, 10 miles ESE of ?owicz, 8 miles N of Skierniewice.","339 (in 1897), 235 (in 1939)",Warszawa,339,1897,235,1939,-104.0,42.0,-2.4761904761904763,52.083333,20.166667
Bolshovtsy,?,/town/bolszowce.htm,49?11',24?45',Bolszowce,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.183333,24.75+(Bolszowce)&ie=UTF8&ll=49.183333,24.75&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.183333&long=24.75,-513225,"Alternate?names: Leszno [Pol], Lissa [Ger], Polnisch Lissa [Ger, 1800-1918], Lisa [Yid], Leshno"," Yiddish: ????
43 miles SSW of Pozna? (Posen).  
Lissa/Leszno was the major town (Kreisstadt) in the W Prussian province of Posen.","3,446 (in 1840), 1,206 (in 1895)",Prussia,3446,1840,1206,1895,-2240.0,55.0,-40.72727272727273,49.183333,24.75
?,?,/town/borek.htm,50?01',20?31',Borek,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.018056,20.530833+(Borek)&ie=UTF8&ll=50.018056,20.530833&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.018056&long=20.530833,-494569,,,,,,1900,,,,,,50.018056,20.530833
Borek,?,/town/borek_wielkopol.htm,51?55',17?15',Borek Wielkopolski,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.916667,17.25+(Borek Wielkopolski)&ie=UTF8&ll=51.916667,17.25&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.916667&long=17.25,-494610,"Alternate?names: Borek Wielkopolski [Pol], Borek [Ger, 1815-1918], Borken [Ger, 1939?43], B?rke [Ger, 1943-45]","36 miles SSE of Pozna? (Posen), 11 miles SE of Ko?min (Koschmin).",379 (in 1871),Prussia,379,1871,,,,,,51.916667,17.25
?,?,/town/borowna.htm,?,?,Borowna,?,,,0,,,,,,1900,,,,,,,
Borshchev,Galicia,/town/borszczow.htm,48?48',26?03',Borszczow,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=48.8,26.05+(Borszczow)&ie=UTF8&ll=48.8,26.05&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=48.8&long=26.05,-1036203,"Alternate?names: Borshchiv [Ukr], Borszcz?w [Pol], Borshtshev [Yid], Borshch?v [Rus], Borshchov, Borshtchev, Borschtschiw, Bor?civ","Ukrainian: ??????.   Yiddish: ????????? / ??????????.  
 Russian: ?????? / ??????.
In SE Galicia, 61 miles E of Ivano-Frankivsk (Stanis?aw?w), 56 miles SSE of Ternopil (Tarnopol).  
","1,808 (in 1890), 1,637 (in 1921)",Tarnopol,1808,1890,1637,1921,-171.0,31.0,-5.516129032258065,48.8,26.05
Borislav,Galicia,/town/boryslaw.htm,49?17',23?25',Boryslaw,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.283333,23.416667+(Boryslaw)&ie=UTF8&ll=49.283333,23.416667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.283333&long=23.416667,-1035528,"Alternate?names: Beryslav [Ukr], Berislav [Rus, Yid], Berys?aw [Pol], Beryslaw [Ger], Berisslaw","Russian/Ukrainian: ????????.   Yiddish: ??????????
On the Dniepr River, 41 miles ENE of Kherson.
[Not to be confused with the larger town of Boryslav (Borys?aw), SW of Lviv, in Galicia].","2,642",Kherson,2642,1900,,,,,,49.283333,23.416667
Strasburg,Prussia,/town/brodnica.htm,54?16',18?05',Brodnica,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.266667,18.083333+(Brodnica)&ie=UTF8&ll=54.266667,18.083333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.266667&long=18.083333,-495143,"Alternate?names: Brodnica [Pol], Strasburg [Ger], Strasburg im West-Preussen","13 miles N of Rypin, 28 miles NNW of Sierpc.","571 (in 1885), 30 (in 1931)",Prussia,571,1885,30,1931,-541.0,46.0,-11.76086956521739,54.266667,18.083333
Braetz,?,/town/brojce.htm,51?40',19?38',Brojce,Zielona,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.666667,19.633333+(Brojce)&ie=UTF8&ll=51.666667,19.633333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.666667&long=19.633333,0,,,,,,1900,,,,,,51.666667,19.633333
?,Lomza,/town/brok.htm,52?42',21?51',Brok,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.7,21.85+(Brok)&ie=UTF8&ll=52.7,21.85&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.7&long=21.85,-495197,"Alternate?names: Brok [Pol, Yid, Rus]","Russian: ????.   Hebrew: ????
35 miles SSW of ?om?a, 7 miles S of Ostr?w Mazowiecka.","1,296",Lomza,1296,1900,,,,,,52.7,21.85
?,?,/town/bromberg.htm,?,?,Bromberg,Poznan,,,0,,,,,,1900,,,,,,,
Brieg,?,/town/brzeg.htm,50?52',17?27',Brzeg,Opole,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.866667,17.45+(Brzeg)&ie=UTF8&ll=50.866667,17.45&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.866667&long=17.45,-495435,"Alternate?names: Brzeg [Pol], Brieg [Ger]","26 miles SE of Wroc?aw (Breslau), on the Oder River.","448 (in 1885), 255 (in 1933)",Prussia,448,1885,255,1933,-193.0,48.0,-4.020833333333333,50.866667,17.45
?,Warszawa,/town/brzesc_kujawski.htm,52?36',18?54',Brzesc Kujawski,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.6,18.9+(Brzesc Kujawski)&ie=UTF8&ll=52.6,18.9&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.6&long=18.9,-495464,"Alternate?names: Brze?? Kujawski [Pol], Brisk D'Koya [Yid], Bzhest'-Kuyavski [Rus], Brest-Kujawien [Ger], Brest Kujavsk, Brisk Kuyavsk","Russian: ??????-???????.   Hebrew: ??'??' ????????
7 miles WSW of W?oc?awek, and included in W?oc?awek yizkor books.  
",794 (in 1921),Warszawa,794,1921,,,,,,52.6,18.9
?,?,/town/brzesko.htm,49?58',20?37',Brzesko,Krakow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.966667,20.616667+(Brzesko)&ie=UTF8&ll=49.966667,20.616667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.966667&long=20.616667,-495469,"Alternate?names: Brzesko [Pol], Briegel [Yid], Brigel",32 miles ESE of Krak?w.,"2,430 (in 1910)",Krakow,2430,1910,,,,,,49.966667,20.616667
Berezhany,Galicia,/town/brzezany.htm,49?27',24?56',Brzezany,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.45,24.933333+(Brzezany)&ie=UTF8&ll=49.45,24.933333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.45&long=24.933333,-1035414,"Alternate?names: Berezhany [Rus, Ukr], Brze?any [Pol], Brizan [Yid], Barzan, Berson, Berzhan, Brezan, Brzezhany, Bzezan, Bzhezhani, Bereschany, Berezany","Russian: ????????.   Yiddish: ????????.   
 Ukrainian: ????????.    Hebrew: ???'??'??? / ???'?'??
37 miles NNE of Ivano-Frankivsk (Stanis?aw?w), 30 miles WSW of Ternopil (Tarnopol), 24 miles S of Zolochiv (Z?ocz?w).","4,712 (in 1880)",Tarnopol,4712,1880,,,,,,49.45,24.933333
?,?,/town/brzezie.htm,?,?,Brzezie,?,,,0,,,,,,1900,,,,,,,
?,Piotrkow,/town/brzeziny.htm,51?48',19?45',Brzeziny,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.8,19.75+(Brzeziny)&ie=UTF8&ll=51.8,19.75&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.8&long=19.75,-495559,"Alternate?names: Brzeziny [Pol], Bezhezhin [Yid], Bzheziny [Rus], Berzin, Brezhin, Breziny, Bzhezini, Bzshezshin, L?wenstadt [Ger, 1941-45]","Russian: ??????? / ??????? / ????????.    
 Yiddish: ????????
13 miles E of ??d?.
[There are 40+ places named 'Brzeziny' in Poland.]","3,917 (in 1897)",Piotrkow,3917,1897,,,,,,51.8,19.75
?,?,/town/brzeznica.htm,49?57',20?29',Brzeznica,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.95,20.483333+(Brzeznica)&ie=UTF8&ll=49.95,20.483333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.95&long=20.483333,-495586,,,,,,1900,,,,,,49.95,20.483333
?,Piotrkow,/town/brzeznica-nowa_.htm,51?26',18?43',Brzeznica-Nowa Osada,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.433333,18.716667+(Brzeznica-Nowa Osada)&ie=UTF8&ll=51.433333,18.716667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.433333&long=18.716667,-495594,,,,,,1900,,,,,,51.433333,18.716667
?,?,/town/brzezowa.htm,?,?,Brzezowa,?,,,0,,,,,,1900,,,,,,,
?,Galicia,/town/brzozow.htm,49?41',22?01',Brzozow,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.694167,22.019444+(Brzozow)&ie=UTF8&ll=49.694167,22.019444&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.694167&long=22.019444,-495708,"Alternate?names: Brzoz?w [Pol], Breziv [Yid], Bereziv [Ukr], Bzhozuv [Rus], Brozovia [Lat], Berezov, Bz'ozuv"," Yiddish: ???????.    Ukrainian: ???????.   
 Russian: ??????.
24 miles S of Rzesz?w (Zheshuv), 90 miles W of L'viv (Lvov).","907 (in 1890), 1,255 (in 1910)",Lwow,907,1890,1255,1910,348.0,20.0,17.4,49.694167,22.019444
?,Galicia,/town/buczacz.htm,49?05',25?24',Buczacz,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.083333,25.4+(Buczacz)&ie=UTF8&ll=49.083333,25.4&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.083333&long=25.4,-1036442,"Alternate?names: Buchach [Rus, Ukr], Buczacz [Pol], Betshotsh [Yid], Butschatsch [Ger], Bu?a? [Cz], Butchatch, Bitshutsh","Russian/Ukrainian: ?????.  Yiddish: ???????.  Hebrew: ???'??
33 miles SSW of Ternopil (Tarnopol).","6,976 (in 1890)",Tarnopol,6976,1890,,,,,,49.083333,25.4
?,?,/town/buczkow.htm,?,?,Buczkow,?,,,0,,,,,,1900,,,,,,,
?,?,/town/buczyna.htm,?,?,Buczyna,?,,,0,,,,,,1900,,,,,,,
Budapest,?,/town/budapeszt.htm,47?30',19?05',Budapeszt,?,,,0,,,,,,1900,,,,,,,
Budanov,Galicia,/town/budzanow.htm,49?10',25?43',Budzanow,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.166667,25.716667+(Budzanow)&ie=UTF8&ll=49.166667,25.716667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.166667&long=25.716667,-1036463,"Alternate?names: Budaniv [Ukr], Budzan?w [Pol], Budanov [Yid, Rus], Bizinev, Bizinov, Biznov, Budzanov, Budzanuv","Ukrainian: ???????.   Yiddish: ???????? / ?????????.  
 Russian: ???????.    Hebrew: ???????? 
27 miles SSE of Ternopil (Tarnopol), 15 miles ENE of Buchach (Buczacz), 11 miles NNW of Chortkiv (Czortk?w).","1,700",Tarnopol,1700,1900,,,,,,49.166667,25.716667
Bukachevtsy,Galicia,/town/bukaczowce.htm,49?15',24?30',Bukaczowce,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.25,24.5+(Bukaczowce)&ie=UTF8&ll=49.25,24.5&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.25&long=24.5,-1036565,"Alternate?names: Bukachivtsi [Ukr], Bukaczowce [Pol], Bokshevits [Yid], Bukachevtsy [Rus], Bukotchovitz, Bukshevitz, Bukachovtse, Bukacivci","Ukrainian: ?????????.   Yiddish:  ???????????.    Hebrew: ?????'????
24 miles NNW of Ivano-Frankivsk (Stanis?aw?w), 29 miles E of Stryy (Stryj), 13 miles SSW of Rohatyn.","1,216",Stanislawow,1216,1900,,,,,,49.25,24.5
?,Lwow,/town/bukowsko.htm,49?29',22?04',Bukowsko,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.483333,22.066667+(Bukowsko)&ie=UTF8&ll=49.483333,22.066667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.483333&long=22.066667,-496259,"Alternate?names: Bukowsko [Pol], Bikavsk [Yid], Bakavsk, Bikovsk, Bukowsk, Bukovska","Yiddish: ????????
8 miles SW of Sanok, 40 miles S of Rzesz?w.","748 (in 1900), 494 (in 1921)",Lwow,748,1900,494,1921,-254.0,21.0,-12.095238095238095,49.483333,22.066667
Burshtyn,Galicia,/town/bursztyn.htm,49?16',24?38',Bursztyn,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.266667,24.633333+(Bursztyn)&ie=UTF8&ll=49.266667,24.633333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.266667&long=24.633333,-1036656,"Alternate?names: Burshtyn [Ukr], Burshtin [Rus, Yid], Bursztyn [Pol], Burschtyn [Ger], Burstyn","Ukrainian/Russian: ???????.  Hebrew: ???????  
23 miles N of Ivano-Frankivsk (Stanis?aw?w), 10 miles S of Rogatin (Rohaty?).","1,216",Stanislawow,1216,1900,,,,,,49.266667,24.633333
?,?,/town/burzenin.htm,51?28',18?50',Burzenin,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.466667,18.833333+(Burzenin)&ie=UTF8&ll=51.466667,18.833333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.466667&long=18.833333,-496302,"Alternate?names: Burzenin [Pol], Buzhenin [Rus]","Russian: ???????.   Hebrew: ???'???
34 miles SW of ??d?, 10 miles SSE of Sieradz.","329 (in 1884), 228 (in 1921)",Kalisz,329,1884,228,1921,-101.0,37.0,-2.72972972972973,51.466667,18.833333
Busko-Zdroj,Kielce,/town/busko_zdroj.htm,50?28',20?43',Busko Zdroj,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.466667,20.716667+(Busko Zdroj)&ie=UTF8&ll=50.466667,20.716667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.466667&long=20.716667,-496307,"Alternate?names: Busko-Zdr?j [Pol], Busk [Rus], Busk-Zadroi [Yid], Busko, Busko-Zdruj","Russian: ???? / ?????-?????.   Yiddish: ????.    Hebrew: ?????
25 miles S of Kielce.","895 (in 1897), 1,464 (in 1921)",Kielce,895,1897,1464,1921,569.0,24.0,23.708333333333332,50.466667,20.716667
?,Lublin,/town/bychawa.htm,51?01',22?32',Bychawa,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.016667,22.533333+(Bychawa)&ie=UTF8&ll=51.016667,22.533333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.016667&long=22.533333,-496341,"Alternate?names: Bychawa [Pol], Bichava [Yid], Bykhava [Rus], Bekheve, Bikhava, Byckov","Yiddish: ???????.   Hebrew: ??????.   
 Russian: ??????.  
16 miles S of Lublin.","1,447 (in 1884), 1,876 (in 1921)",Lublin,1447,1884,1876,1921,429.0,37.0,11.594594594594595,51.016667,22.533333
?,?,/town/byczyna.htm,51?06',18?12',Byczyna,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.113056,18.21+(Byczyna)&ie=UTF8&ll=51.113056,18.21&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.113056&long=18.21,0,,,,,,1900,,,,,,51.113056,18.21
Bromberg,?,/town/bydgoszcz.htm,53?09',18?00',Bydgoszcz,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.15,18+(Bydgoszcz)&ie=UTF8&ll=53.15,18&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.15&long=18,-496361,"Alternate?names: Bydgoszcz [Pol], Bromberg [Ger], Bydgostia [Lat]","66 miles NE of Pozna? (Posen), 87 miles SSW of Gda?sk (Danzig). 
Today, the 8th largest city in Poland.","1,889 (in 1880), ~3,000 (in1939)",Prussia,1889,1880,3000,1939,1111.0,59.0,18.83050847457627,53.15,18
Beuthen,Prussia,/town/bytom.htm,50?21',18?58',Bytom,Katowice,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.35,18.966667+(Bytom)&ie=UTF8&ll=50.35,18.966667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.35&long=18.966667,-496464,"Alternate?names: Bytom [Pol], Beuthen [Ger], Bitom [Cz], Bithomia [Lat], Bethania, Beuthen Oberschlesien","6 miles NNW of Katowice, in Upper Silesia.","2,638",Prussia,2638,1900,,,,,,50.35,18.966667
Beuthen a/Oder,?,/town/bytom_odrzanski.htm,51?44',15?50',Bytom Odrzanski,Zielona,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.733333,15.833333+(Bytom Odrzanski)&ie=UTF8&ll=51.733333,15.833333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.733333&long=15.833333,0,,,,,,1900,,,,,,51.733333,15.833333
Beuthen (Landkreis),?,/town/bytom_powiat.htm,?,?,Bytom Powiat,Katowice,,,0,,,,,,1900,,,,,,,
?,?,/town/bytomsko.htm,?,?,Bytomsko,?,,,0,,,,,,1900,,,,,,,
Buetow,?,/town/bytow.htm,54?10',17?30',Bytow,Koszalin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.166667,17.5+(Bytow)&ie=UTF8&ll=54.166667,17.5&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.166667&long=17.5,-496474,"Alternate?names: Byt?w [Pol], B?tow [Ger], Buetow, Bytowe, B?tow?","In Middle Pomerania, 48 miles WSW of Gda?sk (Danzig), 27 miles SE of S?upsk (Stolp).","550 (in 1889), 250 (in 1909)",Prussia,550,1889,250,1909,-300.0,20.0,-15.0,54.166667,17.5
?,?,/town/ceglow.htm,52?09',21?44',Ceglow,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.15,21.733333+(Ceglow)&ie=UTF8&ll=52.15,21.733333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.15&long=21.733333,0,,,,,,1900,,,,,,52.15,21.733333
?,?,/town/cerekiew.htm,?,?,Cerekiew,?,,,0,,,,,,1900,,,,,,,
?,?,/town/cerkiew.htm,?,?,Cerkiew,?,,,0,,,,,,1900,,,,,,,
Garrin,?,/town/charzyno.htm,54?05',15?34',Charzyno,Koszalin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.083333,15.566667+(Charzyno)&ie=UTF8&ll=54.083333,15.566667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.083333&long=15.566667,0,,,,,,1900,,,,,,54.083333,15.566667
?,Kielce,/town/checiny.htm,50?44',20?27',Checiny,Kielce,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.733333,20.45+(Checiny)&ie=UTF8&ll=50.733333,20.45&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.733333&long=20.45,-496707,"Alternate?names: Ch?ciny [Pol], Khentshin [Yid], Khentziny [Rus], Chentchin, Chenciny","Russian: ???????.   Yiddish: ???????  
10 miles SW of Kielce.","4,361 (in 1897), 2,825 (in 1921)",Kielce,4361,1897,2825,1921,-1536.0,24.0,-64.0,50.733333,20.45
?,Lublin,/town/chelm.htm,51?08',23?30',Chelm,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.133333,23.5+(Chelm)&ie=UTF8&ll=51.133333,23.5&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.133333&long=23.5,-496725,"Alternate?names: Che?m [Pol], Chelm [Yid], Khelm [Rus], Kholm [Ukr], Chelem, Khelem, Cho?m","Russian: ????.   Yiddish: ????.   Ukrainian: ????.   
 Hebrew: ???
41 miles E of Lublin.
","7,226",Lublin,7226,1900,,,,,,51.133333,23.5
"Kulm, Culm",?,/town/chelmno.htm,53?21',18?26',Chelmno,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.35,18.433333+(Chelmno)&ie=UTF8&ll=53.35,18.433333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.35&long=18.433333,-496752,"Alternate?names: Che?mno [Pol], Kulm [Ger], Culm","Hebrew: ?????
70 miles S of Gda?sk (Danzig), 23 miles NE of Bydgoszcz (Bromberg). 
[Not to be confused with Che?mno extermination camp, near Che?mno nad Nerem (Kulmhof an der Nehr)].",463 (in 1895),Prussia,463,1895,,,,,,53.35,18.433333
